seed,task_name,task_idx,epoch,metric_type,value
,Task 1: Sniffing,0,0,training_loss,1.58365030281259
,Task 1: Sniffing,0,0,training_accuracy,89.48306595365419
,Task 1: Sniffing,0,1,training_loss,1.1015408266329083
,Task 1: Sniffing,0,1,training_accuracy,96.4349376114082
,Task 1: Sniffing,0,2,training_loss,0.9803249563488377
,Task 1: Sniffing,0,2,training_accuracy,96.85086155674392
,Task 1: Sniffing,0,3,training_loss,0.9381196238963788
,Task 1: Sniffing,0,3,training_accuracy,96.85086155674392
,Task 1: Sniffing,0,4,training_loss,0.9019159229026265
,Task 1: Sniffing,0,4,training_accuracy,97.20736779560308
,Task 1: Sniffing,0,5,training_loss,0.8676001841630687
,Task 1: Sniffing,0,5,training_accuracy,97.20736779560308
,Task 1: Sniffing,0,6,training_loss,0.8620432829844035
,Task 1: Sniffing,0,6,training_accuracy,97.14795008912655
,Task 1: Sniffing,0,7,training_loss,0.8592503228818581
,Task 1: Sniffing,0,7,training_accuracy,97.08853238265004
,Task 1: Sniffing,0,8,training_loss,0.8544402879276006
,Task 1: Sniffing,0,8,training_accuracy,97.14795008912655
,Task 1: Sniffing,0,9,training_loss,0.8437293311509078
,Task 1: Sniffing,0,9,training_accuracy,97.08853238265004
,Task 2: Trotting,1,0,training_loss,0.8241351062312293
,Task 2: Trotting,1,0,training_accuracy,91.19601328903654
,Task 2: Trotting,1,1,training_loss,0.5226602146003895
,Task 2: Trotting,1,1,training_accuracy,95.79180509413068
,Task 2: Trotting,1,2,training_loss,0.4551292629453538
,Task 2: Trotting,1,2,training_accuracy,96.62236987818385
,Task 2: Trotting,1,3,training_loss,0.4315128221299297
,Task 2: Trotting,1,3,training_accuracy,97.23145071982282
,Task 2: Trotting,1,4,training_loss,0.4120425084045782
,Task 2: Trotting,1,4,training_accuracy,96.89922480620154
,Task 2: Trotting,1,5,training_loss,0.3959403541619793
,Task 2: Trotting,1,5,training_accuracy,97.06533776301218
,Task 2: Trotting,1,6,training_loss,0.3879258466125409
,Task 2: Trotting,1,6,training_accuracy,97.17607973421929
,Task 2: Trotting,1,7,training_loss,0.3856228066949692
,Task 2: Trotting,1,7,training_accuracy,97.17607973421929
,Task 2: Trotting,1,8,training_loss,0.3774120919452825
,Task 2: Trotting,1,8,training_accuracy,97.28682170542636
,Task 2: Trotting,1,9,training_loss,0.367730095366311
,Task 2: Trotting,1,9,training_accuracy,97.17607973421929
,Task 3: Galloping,2,0,training_loss,0.4490065921211187
,Task 3: Galloping,2,0,training_accuracy,96.63591969614758
,Task 3: Galloping,2,1,training_loss,0.3227396151672481
,Task 3: Galloping,2,1,training_accuracy,96.96147585458492
,Task 3: Galloping,2,2,training_loss,0.3111706962174778
,Task 3: Galloping,2,2,training_accuracy,97.17851329354312
,Task 3: Galloping,2,3,training_loss,0.2865310197385817
,Task 3: Galloping,2,3,training_accuracy,97.3412913727618
,Task 3: Galloping,2,4,training_loss,0.2894922017657496
,Task 3: Galloping,2,4,training_accuracy,97.17851329354312
,Task 3: Galloping,2,5,training_loss,0.2754619020769828
,Task 3: Galloping,2,5,training_accuracy,97.3412913727618
,Task 3: Galloping,2,6,training_loss,0.271929076921783
,Task 3: Galloping,2,6,training_accuracy,97.39555073250136
,Task 3: Galloping,2,7,training_loss,0.2764252545218561
,Task 3: Galloping,2,7,training_accuracy,97.39555073250136
,Task 3: Galloping,2,8,training_loss,0.257340572201619
,Task 3: Galloping,2,8,training_accuracy,97.39555073250136
,Task 3: Galloping,2,9,training_loss,0.2716881204573351
,Task 3: Galloping,2,9,training_accuracy,97.2327726532827
,Task 1: Sniffing,0,0,training_loss,1.4024554656491135
,Task 1: Sniffing,0,0,training_accuracy,92.66666666666669
,Task 1: Sniffing,0,1,training_loss,0.948731497607448
,Task 1: Sniffing,0,1,training_accuracy,96.36363636363636
,Task 1: Sniffing,0,2,training_loss,0.8698176043458057
,Task 1: Sniffing,0,2,training_accuracy,96.72727272727272
,Task 1: Sniffing,0,3,training_loss,0.8277191409344474
,Task 1: Sniffing,0,3,training_accuracy,97.57575757575758
,Task 1: Sniffing,0,4,training_loss,0.8095962002721022
,Task 1: Sniffing,0,4,training_accuracy,97.63636363636364
,Task 1: Sniffing,0,5,training_loss,0.8014013944792026
,Task 1: Sniffing,0,5,training_accuracy,97.57575757575758
,Task 1: Sniffing,0,6,training_loss,0.7940145549722806
,Task 1: Sniffing,0,6,training_accuracy,97.51515151515152
,Task 1: Sniffing,0,7,training_loss,0.7848361257006499
,Task 1: Sniffing,0,7,training_accuracy,97.6969696969697
,Task 1: Sniffing,0,8,training_loss,0.7878626565533605
,Task 1: Sniffing,0,8,training_accuracy,97.6969696969697
,Task 1: Sniffing,0,9,training_loss,0.7747700136070225
,Task 1: Sniffing,0,9,training_accuracy,97.87878787878788
,Task 2: Trotting,1,0,training_loss,0.4658838811445328
,Task 2: Trotting,1,0,training_accuracy,96.67936853565595
,Task 2: Trotting,1,1,training_loss,0.3313864162895183
,Task 2: Trotting,1,1,training_accuracy,97.71366358192704
,Task 2: Trotting,1,2,training_loss,0.2913021974825915
,Task 2: Trotting,1,2,training_accuracy,98.14915623298856
,Task 2: Trotting,1,3,training_loss,0.2875580789471145
,Task 2: Trotting,1,3,training_accuracy,97.9858464888405
,Task 2: Trotting,1,4,training_loss,0.2898335527720804
,Task 2: Trotting,1,4,training_accuracy,98.20359281437126
,Task 2: Trotting,1,5,training_loss,0.2588050760839932
,Task 2: Trotting,1,5,training_accuracy,98.20359281437126
,Task 2: Trotting,1,6,training_loss,0.2807627061469897
,Task 2: Trotting,1,6,training_accuracy,98.36690255851931
,Task 2: Trotting,1,7,training_loss,0.2657416266826842
,Task 2: Trotting,1,7,training_accuracy,98.25802939575397
,Task 2: Trotting,1,8,training_loss,0.2690056221764717
,Task 2: Trotting,1,8,training_accuracy,98.31246597713664
,Task 2: Trotting,1,9,training_loss,0.2620199076685837
,Task 2: Trotting,1,9,training_accuracy,98.20359281437126
,Task 3: Galloping,2,0,training_loss,0.4887832216423688
,Task 3: Galloping,2,0,training_accuracy,95.6544780074192
,Task 3: Galloping,2,1,training_loss,0.2674902948372833
,Task 3: Galloping,2,1,training_accuracy,97.40328563857976
,Task 3: Galloping,2,2,training_loss,0.2273145950838349
,Task 3: Galloping,2,2,training_accuracy,98.14520402755696
,Task 3: Galloping,2,3,training_loss,0.2094763177688242
,Task 3: Galloping,2,3,training_accuracy,98.46316905140436
,Task 3: Galloping,2,4,training_loss,0.1899045133412861
,Task 3: Galloping,2,4,training_accuracy,98.51616322204558
,Task 3: Galloping,2,5,training_loss,0.1858238492119824
,Task 3: Galloping,2,5,training_accuracy,98.5691573926868
,Task 3: Galloping,2,6,training_loss,0.1944919238826637
,Task 3: Galloping,2,6,training_accuracy,98.72813990461049
,Task 3: Galloping,2,7,training_loss,0.1788827561483154
,Task 3: Galloping,2,7,training_accuracy,98.67514573396926
,Task 3: Galloping,2,8,training_loss,0.180217982213991
,Task 3: Galloping,2,8,training_accuracy,98.72813990461049
,Task 3: Galloping,2,9,training_loss,0.1778488650172874
,Task 3: Galloping,2,9,training_accuracy,98.72813990461049
,Task 1: Sniffing,0,0,training_loss,1.4024554656491135
,Task 1: Sniffing,0,0,training_accuracy,92.66666666666669
,Task 1: Sniffing,0,1,training_loss,0.948731497607448
,Task 1: Sniffing,0,1,training_accuracy,96.36363636363636
,Task 1: Sniffing,0,2,training_loss,0.8698176043458057
,Task 1: Sniffing,0,2,training_accuracy,96.72727272727272
,Task 1: Sniffing,0,3,training_loss,0.8277191409344474
,Task 1: Sniffing,0,3,training_accuracy,97.57575757575758
,Task 1: Sniffing,0,4,training_loss,0.8095962002721022
,Task 1: Sniffing,0,4,training_accuracy,97.63636363636364
,Task 1: Sniffing,0,5,training_loss,0.8014013944792026
,Task 1: Sniffing,0,5,training_accuracy,97.57575757575758
,Task 1: Sniffing,0,6,training_loss,0.7940145549722806
,Task 1: Sniffing,0,6,training_accuracy,97.51515151515152
,Task 1: Sniffing,0,7,training_loss,0.7848361257006499
,Task 1: Sniffing,0,7,training_accuracy,97.6969696969697
,Task 1: Sniffing,0,8,training_loss,0.7878626565533605
,Task 1: Sniffing,0,8,training_accuracy,97.6969696969697
,Task 1: Sniffing,0,9,training_loss,0.7747700136070225
,Task 1: Sniffing,0,9,training_accuracy,97.87878787878788
,Task 2: Trotting,1,0,training_loss,0.4658838811445328
,Task 2: Trotting,1,0,training_accuracy,96.67936853565595
,Task 2: Trotting,1,1,training_loss,0.3313864162895183
,Task 2: Trotting,1,1,training_accuracy,97.71366358192704
,Task 2: Trotting,1,2,training_loss,0.2913021974825915
,Task 2: Trotting,1,2,training_accuracy,98.14915623298856
,Task 2: Trotting,1,3,training_loss,0.2875580789471145
,Task 2: Trotting,1,3,training_accuracy,97.9858464888405
,Task 2: Trotting,1,4,training_loss,0.2898335527720804
,Task 2: Trotting,1,4,training_accuracy,98.20359281437126
,Task 2: Trotting,1,5,training_loss,0.2588050760839932
,Task 2: Trotting,1,5,training_accuracy,98.20359281437126
,Task 2: Trotting,1,6,training_loss,0.2807627061469897
,Task 2: Trotting,1,6,training_accuracy,98.36690255851931
,Task 2: Trotting,1,7,training_loss,0.2657416266826842
,Task 2: Trotting,1,7,training_accuracy,98.25802939575397
,Task 2: Trotting,1,8,training_loss,0.2690056221764717
,Task 2: Trotting,1,8,training_accuracy,98.31246597713664
,Task 2: Trotting,1,9,training_loss,0.2620199076685837
,Task 2: Trotting,1,9,training_accuracy,98.20359281437126
,Task 3: Galloping,2,0,training_loss,0.4887832216423688
,Task 3: Galloping,2,0,training_accuracy,95.6544780074192
,Task 3: Galloping,2,1,training_loss,0.2674902948372833
,Task 3: Galloping,2,1,training_accuracy,97.40328563857976
,Task 3: Galloping,2,2,training_loss,0.2273145950838349
,Task 3: Galloping,2,2,training_accuracy,98.14520402755696
,Task 3: Galloping,2,3,training_loss,0.2094763177688242
,Task 3: Galloping,2,3,training_accuracy,98.46316905140436
,Task 3: Galloping,2,4,training_loss,0.1899045133412861
,Task 3: Galloping,2,4,training_accuracy,98.51616322204558
,Task 3: Galloping,2,5,training_loss,0.1858238492119824
,Task 3: Galloping,2,5,training_accuracy,98.5691573926868
,Task 3: Galloping,2,6,training_loss,0.1944919238826637
,Task 3: Galloping,2,6,training_accuracy,98.72813990461049
,Task 3: Galloping,2,7,training_loss,0.1788827561483154
,Task 3: Galloping,2,7,training_accuracy,98.67514573396926
,Task 3: Galloping,2,8,training_loss,0.180217982213991
,Task 3: Galloping,2,8,training_accuracy,98.72813990461049
,Task 3: Galloping,2,9,training_loss,0.1778488650172874
,Task 3: Galloping,2,9,training_accuracy,98.72813990461049
,Task 1: Sniffing,0,0,training_loss,1.4024554656491135
,Task 1: Sniffing,0,0,training_accuracy,92.66666666666669
,Task 1: Sniffing,0,1,training_loss,0.948731497607448
,Task 1: Sniffing,0,1,training_accuracy,96.36363636363636
,Task 1: Sniffing,0,2,training_loss,0.8698176043458057
,Task 1: Sniffing,0,2,training_accuracy,96.72727272727272
,Task 1: Sniffing,0,3,training_loss,0.8277191409344474
,Task 1: Sniffing,0,3,training_accuracy,97.57575757575758
,Task 1: Sniffing,0,4,training_loss,0.8095962002721022
,Task 1: Sniffing,0,4,training_accuracy,97.63636363636364
,Task 1: Sniffing,0,5,training_loss,0.8014013944792026
,Task 1: Sniffing,0,5,training_accuracy,97.57575757575758
,Task 1: Sniffing,0,6,training_loss,0.7940145549722806
,Task 1: Sniffing,0,6,training_accuracy,97.51515151515152
,Task 1: Sniffing,0,7,training_loss,0.7848361257006499
,Task 1: Sniffing,0,7,training_accuracy,97.6969696969697
,Task 1: Sniffing,0,8,training_loss,0.7878626565533605
,Task 1: Sniffing,0,8,training_accuracy,97.6969696969697
,Task 1: Sniffing,0,9,training_loss,0.7747700136070225
,Task 1: Sniffing,0,9,training_accuracy,97.87878787878788
,Task 2: Trotting,1,0,training_loss,0.4658838811445328
,Task 2: Trotting,1,0,training_accuracy,96.67936853565595
,Task 2: Trotting,1,1,training_loss,0.3313864162895183
,Task 2: Trotting,1,1,training_accuracy,97.71366358192704
,Task 2: Trotting,1,2,training_loss,0.2913021974825915
,Task 2: Trotting,1,2,training_accuracy,98.14915623298856
,Task 2: Trotting,1,3,training_loss,0.2875580789471145
,Task 2: Trotting,1,3,training_accuracy,97.9858464888405
,Task 2: Trotting,1,4,training_loss,0.2898335527720804
,Task 2: Trotting,1,4,training_accuracy,98.20359281437126
,Task 2: Trotting,1,5,training_loss,0.2588050760839932
,Task 2: Trotting,1,5,training_accuracy,98.20359281437126
,Task 2: Trotting,1,6,training_loss,0.2807627061469897
,Task 2: Trotting,1,6,training_accuracy,98.36690255851931
,Task 2: Trotting,1,7,training_loss,0.2657416266826842
,Task 2: Trotting,1,7,training_accuracy,98.25802939575397
,Task 2: Trotting,1,8,training_loss,0.2690056221764717
,Task 2: Trotting,1,8,training_accuracy,98.31246597713664
,Task 2: Trotting,1,9,training_loss,0.2620199076685837
,Task 2: Trotting,1,9,training_accuracy,98.20359281437126
,Task 3: Galloping,2,0,training_loss,0.4887832216423688
,Task 3: Galloping,2,0,training_accuracy,95.6544780074192
,Task 3: Galloping,2,1,training_loss,0.2674902948372833
,Task 3: Galloping,2,1,training_accuracy,97.40328563857976
,Task 3: Galloping,2,2,training_loss,0.2273145950838349
,Task 3: Galloping,2,2,training_accuracy,98.14520402755696
,Task 3: Galloping,2,3,training_loss,0.2094763177688242
,Task 3: Galloping,2,3,training_accuracy,98.46316905140436
,Task 3: Galloping,2,4,training_loss,0.1899045133412861
,Task 3: Galloping,2,4,training_accuracy,98.51616322204558
,Task 3: Galloping,2,5,training_loss,0.1858238492119824
,Task 3: Galloping,2,5,training_accuracy,98.5691573926868
,Task 3: Galloping,2,6,training_loss,0.1944919238826637
,Task 3: Galloping,2,6,training_accuracy,98.72813990461049
,Task 3: Galloping,2,7,training_loss,0.1788827561483154
,Task 3: Galloping,2,7,training_accuracy,98.67514573396926
,Task 3: Galloping,2,8,training_loss,0.180217982213991
,Task 3: Galloping,2,8,training_accuracy,98.72813990461049
,Task 3: Galloping,2,9,training_loss,0.1778488650172874
,Task 3: Galloping,2,9,training_accuracy,98.72813990461049
42.0,Task 1: Sniffing,0,0,training_loss,1.475735902930751
42.0,Task 1: Sniffing,0,0,training_accuracy,88.72727272727273
42.0,Task 1: Sniffing,0,1,training_loss,0.9348899729978858
42.0,Task 1: Sniffing,0,1,training_accuracy,96.66666666666669
42.0,Task 1: Sniffing,0,2,training_loss,0.8611527991001353
42.0,Task 1: Sniffing,0,2,training_accuracy,97.3939393939394
42.0,Task 1: Sniffing,0,3,training_loss,0.8170578388587544
42.0,Task 1: Sniffing,0,3,training_accuracy,97.51515151515152
42.0,Task 1: Sniffing,0,4,training_loss,0.7914854112143318
42.0,Task 1: Sniffing,0,4,training_accuracy,97.6969696969697
42.0,Task 1: Sniffing,0,5,training_loss,0.7887336984762188
42.0,Task 1: Sniffing,0,5,training_accuracy,97.75757575757576
42.0,Task 1: Sniffing,0,6,training_loss,0.789386642384484
42.0,Task 1: Sniffing,0,6,training_accuracy,97.6969696969697
42.0,Task 1: Sniffing,0,7,training_loss,0.7746624775642924
42.0,Task 1: Sniffing,0,7,training_accuracy,97.87878787878788
42.0,Task 1: Sniffing,0,8,training_loss,0.7689016435089323
42.0,Task 1: Sniffing,0,8,training_accuracy,98.0
42.0,Task 1: Sniffing,0,9,training_loss,0.7643552374958315
42.0,Task 1: Sniffing,0,9,training_accuracy,97.93939393939394
42.0,Task 2: Trotting,1,0,training_loss,0.6620607446524516
42.0,Task 2: Trotting,1,0,training_accuracy,95.80838323353294
42.0,Task 2: Trotting,1,1,training_loss,0.3378342917866708
42.0,Task 2: Trotting,1,1,training_accuracy,98.14915623298856
42.0,Task 2: Trotting,1,2,training_loss,0.3057123594805504
42.0,Task 2: Trotting,1,2,training_accuracy,98.25802939575397
42.0,Task 2: Trotting,1,3,training_loss,0.2865908086692426
42.0,Task 2: Trotting,1,3,training_accuracy,98.14915623298856
42.0,Task 2: Trotting,1,4,training_loss,0.2726234835273422
42.0,Task 2: Trotting,1,4,training_accuracy,98.09471965160589
42.0,Task 2: Trotting,1,5,training_loss,0.2630644323986564
42.0,Task 2: Trotting,1,5,training_accuracy,98.20359281437126
42.0,Task 2: Trotting,1,6,training_loss,0.266988105468294
42.0,Task 2: Trotting,1,6,training_accuracy,98.42133913990202
42.0,Task 2: Trotting,1,7,training_loss,0.2611834725756241
42.0,Task 2: Trotting,1,7,training_accuracy,98.31246597713664
42.0,Task 2: Trotting,1,8,training_loss,0.2569320407205184
42.0,Task 2: Trotting,1,8,training_accuracy,98.42133913990202
42.0,Task 2: Trotting,1,9,training_loss,0.2546293204028598
42.0,Task 2: Trotting,1,9,training_accuracy,98.36690255851931
42.0,Task 3: Galloping,2,0,training_loss,0.651583428133171
42.0,Task 3: Galloping,2,0,training_accuracy,95.07154213036566
42.0,Task 3: Galloping,2,1,training_loss,0.2871103145967612
42.0,Task 3: Galloping,2,1,training_accuracy,97.35029146793852
42.0,Task 3: Galloping,2,2,training_loss,0.2353655787476767
42.0,Task 3: Galloping,2,2,training_accuracy,97.93322734499203
42.0,Task 3: Galloping,2,3,training_loss,0.2074917686911471
42.0,Task 3: Galloping,2,3,training_accuracy,98.35718071012188
42.0,Task 3: Galloping,2,4,training_loss,0.1895266199046383
42.0,Task 3: Galloping,2,4,training_accuracy,98.41017488076312
42.0,Task 3: Galloping,2,5,training_loss,0.1799598527591585
42.0,Task 3: Galloping,2,5,training_accuracy,98.67514573396926
42.0,Task 3: Galloping,2,6,training_loss,0.1795335274845695
42.0,Task 3: Galloping,2,6,training_accuracy,98.46316905140436
42.0,Task 3: Galloping,2,7,training_loss,0.1782805682751599
42.0,Task 3: Galloping,2,7,training_accuracy,98.72813990461049
42.0,Task 3: Galloping,2,8,training_loss,0.1782942042334331
42.0,Task 3: Galloping,2,8,training_accuracy,98.72813990461049
42.0,Task 3: Galloping,2,9,training_loss,0.1667656117252091
42.0,Task 3: Galloping,2,9,training_accuracy,98.62215156332805
,Task 1: Sniffing,0,0,training_loss,1.4024554656491135
,Task 1: Sniffing,0,0,training_accuracy,92.66666666666669
,Task 1: Sniffing,0,1,training_loss,0.948731497607448
,Task 1: Sniffing,0,1,training_accuracy,96.36363636363636
,Task 1: Sniffing,0,2,training_loss,0.8698176043458057
,Task 1: Sniffing,0,2,training_accuracy,96.72727272727272
,Task 1: Sniffing,0,3,training_loss,0.8277191409344474
,Task 1: Sniffing,0,3,training_accuracy,97.57575757575758
,Task 1: Sniffing,0,4,training_loss,0.8095962002721022
,Task 1: Sniffing,0,4,training_accuracy,97.63636363636364
,Task 1: Sniffing,0,5,training_loss,0.8014013944792026
,Task 1: Sniffing,0,5,training_accuracy,97.57575757575758
,Task 1: Sniffing,0,6,training_loss,0.7940145549722806
,Task 1: Sniffing,0,6,training_accuracy,97.51515151515152
,Task 1: Sniffing,0,7,training_loss,0.7848361257006499
,Task 1: Sniffing,0,7,training_accuracy,97.6969696969697
,Task 1: Sniffing,0,8,training_loss,0.7878626565533605
,Task 1: Sniffing,0,8,training_accuracy,97.6969696969697
,Task 1: Sniffing,0,9,training_loss,0.7747700136070225
,Task 1: Sniffing,0,9,training_accuracy,97.87878787878788
,Task 2: Trotting,1,0,training_loss,0.4658838811445328
,Task 2: Trotting,1,0,training_accuracy,96.67936853565595
,Task 2: Trotting,1,1,training_loss,0.3313864162895183
,Task 2: Trotting,1,1,training_accuracy,97.71366358192704
,Task 2: Trotting,1,2,training_loss,0.2913021974825915
,Task 2: Trotting,1,2,training_accuracy,98.14915623298856
,Task 2: Trotting,1,3,training_loss,0.2875580789471145
,Task 2: Trotting,1,3,training_accuracy,97.9858464888405
,Task 2: Trotting,1,4,training_loss,0.2898335527720804
,Task 2: Trotting,1,4,training_accuracy,98.20359281437126
,Task 2: Trotting,1,5,training_loss,0.2588050760839932
,Task 2: Trotting,1,5,training_accuracy,98.20359281437126
,Task 2: Trotting,1,6,training_loss,0.2807627061469897
,Task 2: Trotting,1,6,training_accuracy,98.36690255851931
,Task 2: Trotting,1,7,training_loss,0.2657416266826842
,Task 2: Trotting,1,7,training_accuracy,98.25802939575397
,Task 2: Trotting,1,8,training_loss,0.2690056221764717
,Task 2: Trotting,1,8,training_accuracy,98.31246597713664
,Task 2: Trotting,1,9,training_loss,0.2620199076685837
,Task 2: Trotting,1,9,training_accuracy,98.20359281437126
,Task 3: Galloping,2,0,training_loss,0.4887832216423688
,Task 3: Galloping,2,0,training_accuracy,95.6544780074192
,Task 3: Galloping,2,1,training_loss,0.2674902948372833
,Task 3: Galloping,2,1,training_accuracy,97.40328563857976
,Task 3: Galloping,2,2,training_loss,0.2273145950838349
,Task 3: Galloping,2,2,training_accuracy,98.14520402755696
,Task 3: Galloping,2,3,training_loss,0.2094763177688242
,Task 3: Galloping,2,3,training_accuracy,98.46316905140436
,Task 3: Galloping,2,4,training_loss,0.1899045133412861
,Task 3: Galloping,2,4,training_accuracy,98.51616322204558
,Task 3: Galloping,2,5,training_loss,0.1858238492119824
,Task 3: Galloping,2,5,training_accuracy,98.5691573926868
,Task 3: Galloping,2,6,training_loss,0.1944919238826637
,Task 3: Galloping,2,6,training_accuracy,98.72813990461049
,Task 3: Galloping,2,7,training_loss,0.1788827561483154
,Task 3: Galloping,2,7,training_accuracy,98.67514573396926
,Task 3: Galloping,2,8,training_loss,0.180217982213991
,Task 3: Galloping,2,8,training_accuracy,98.72813990461049
,Task 3: Galloping,2,9,training_loss,0.1778488650172874
,Task 3: Galloping,2,9,training_accuracy,98.72813990461049
42.0,Task 1: Sniffing,0,0,training_loss,1.4024554656491135
42.0,Task 1: Sniffing,0,0,training_accuracy,92.66666666666669
42.0,Task 1: Sniffing,0,1,training_loss,0.948731497607448
42.0,Task 1: Sniffing,0,1,training_accuracy,96.36363636363636
42.0,Task 1: Sniffing,0,2,training_loss,0.8698176043458057
42.0,Task 1: Sniffing,0,2,training_accuracy,96.72727272727272
42.0,Task 1: Sniffing,0,3,training_loss,0.8277191409344474
42.0,Task 1: Sniffing,0,3,training_accuracy,97.57575757575758
42.0,Task 1: Sniffing,0,4,training_loss,0.8095962002721022
42.0,Task 1: Sniffing,0,4,training_accuracy,97.63636363636364
42.0,Task 1: Sniffing,0,5,training_loss,0.8014013944792026
42.0,Task 1: Sniffing,0,5,training_accuracy,97.57575757575758
42.0,Task 1: Sniffing,0,6,training_loss,0.7940145549722806
42.0,Task 1: Sniffing,0,6,training_accuracy,97.51515151515152
42.0,Task 1: Sniffing,0,7,training_loss,0.7848361257006499
42.0,Task 1: Sniffing,0,7,training_accuracy,97.6969696969697
42.0,Task 1: Sniffing,0,8,training_loss,0.7878626565533605
42.0,Task 1: Sniffing,0,8,training_accuracy,97.6969696969697
42.0,Task 1: Sniffing,0,9,training_loss,0.7747700136070225
42.0,Task 1: Sniffing,0,9,training_accuracy,97.87878787878788
42.0,Task 2: Trotting,1,0,training_loss,0.4658838811445328
42.0,Task 2: Trotting,1,0,training_accuracy,96.67936853565595
42.0,Task 2: Trotting,1,1,training_loss,0.3313864162895183
42.0,Task 2: Trotting,1,1,training_accuracy,97.71366358192704
42.0,Task 2: Trotting,1,2,training_loss,0.2913021974825915
42.0,Task 2: Trotting,1,2,training_accuracy,98.14915623298856
42.0,Task 2: Trotting,1,3,training_loss,0.2875580789471145
42.0,Task 2: Trotting,1,3,training_accuracy,97.9858464888405
42.0,Task 2: Trotting,1,4,training_loss,0.2898335527720804
42.0,Task 2: Trotting,1,4,training_accuracy,98.20359281437126
42.0,Task 2: Trotting,1,5,training_loss,0.2588050760839932
42.0,Task 2: Trotting,1,5,training_accuracy,98.20359281437126
42.0,Task 2: Trotting,1,6,training_loss,0.2807627061469897
42.0,Task 2: Trotting,1,6,training_accuracy,98.36690255851931
42.0,Task 2: Trotting,1,7,training_loss,0.2657416266826842
42.0,Task 2: Trotting,1,7,training_accuracy,98.25802939575397
42.0,Task 2: Trotting,1,8,training_loss,0.2690056221764717
42.0,Task 2: Trotting,1,8,training_accuracy,98.31246597713664
42.0,Task 2: Trotting,1,9,training_loss,0.2620199076685837
42.0,Task 2: Trotting,1,9,training_accuracy,98.20359281437126
42.0,Task 3: Galloping,2,0,training_loss,0.4887832216423688
42.0,Task 3: Galloping,2,0,training_accuracy,95.6544780074192
42.0,Task 3: Galloping,2,1,training_loss,0.2674902948372833
42.0,Task 3: Galloping,2,1,training_accuracy,97.40328563857976
42.0,Task 3: Galloping,2,2,training_loss,0.2273145950838349
42.0,Task 3: Galloping,2,2,training_accuracy,98.14520402755696
42.0,Task 3: Galloping,2,3,training_loss,0.2094763177688242
42.0,Task 3: Galloping,2,3,training_accuracy,98.46316905140436
42.0,Task 3: Galloping,2,4,training_loss,0.1899045133412861
42.0,Task 3: Galloping,2,4,training_accuracy,98.51616322204558
42.0,Task 3: Galloping,2,5,training_loss,0.1858238492119824
42.0,Task 3: Galloping,2,5,training_accuracy,98.5691573926868
42.0,Task 3: Galloping,2,6,training_loss,0.1944919238826637
42.0,Task 3: Galloping,2,6,training_accuracy,98.72813990461049
42.0,Task 3: Galloping,2,7,training_loss,0.1788827561483154
42.0,Task 3: Galloping,2,7,training_accuracy,98.67514573396926
42.0,Task 3: Galloping,2,8,training_loss,0.180217982213991
42.0,Task 3: Galloping,2,8,training_accuracy,98.72813990461049
42.0,Task 3: Galloping,2,9,training_loss,0.1778488650172874
42.0,Task 3: Galloping,2,9,training_accuracy,98.72813990461049
42.0,Task 1: Sniffing,0,0,training_loss,1.3996914027676437
42.0,Task 1: Sniffing,0,0,training_accuracy,92.78787878787878
42.0,Task 1: Sniffing,0,1,training_loss,0.9477477768718292
42.0,Task 1: Sniffing,0,1,training_accuracy,96.42424242424242
42.0,Task 1: Sniffing,0,2,training_loss,0.8693847166035663
42.0,Task 1: Sniffing,0,2,training_accuracy,96.9090909090909
42.0,Task 1: Sniffing,0,3,training_loss,0.827633925265435
42.0,Task 1: Sniffing,0,3,training_accuracy,97.57575757575758
42.0,Task 1: Sniffing,0,4,training_loss,0.8091264820544783
42.0,Task 1: Sniffing,0,4,training_accuracy,97.57575757575758
42.0,Task 1: Sniffing,0,5,training_loss,0.8013534879628005
42.0,Task 1: Sniffing,0,5,training_accuracy,97.63636363636364
42.0,Task 1: Sniffing,0,6,training_loss,0.793787860435603
42.0,Task 1: Sniffing,0,6,training_accuracy,97.51515151515152
42.0,Task 1: Sniffing,0,7,training_loss,0.7842857626148245
42.0,Task 1: Sniffing,0,7,training_accuracy,97.75757575757576
42.0,Task 1: Sniffing,0,8,training_loss,0.7869976995507199
42.0,Task 1: Sniffing,0,8,training_accuracy,97.8181818181818
42.0,Task 1: Sniffing,0,9,training_loss,0.7743949851430388
42.0,Task 1: Sniffing,0,9,training_accuracy,97.93939393939394
42.0,Task 2: Trotting,1,0,training_loss,0.4621111651902555
42.0,Task 2: Trotting,1,0,training_accuracy,96.62493195427326
42.0,Task 2: Trotting,1,1,training_loss,0.3282467934521494
42.0,Task 2: Trotting,1,1,training_accuracy,97.76810016330974
42.0,Task 2: Trotting,1,2,training_loss,0.288915891019819
42.0,Task 2: Trotting,1,2,training_accuracy,98.14915623298856
42.0,Task 2: Trotting,1,3,training_loss,0.2846936453367666
42.0,Task 2: Trotting,1,3,training_accuracy,98.0402830702232
42.0,Task 2: Trotting,1,4,training_loss,0.2871095903885612
42.0,Task 2: Trotting,1,4,training_accuracy,98.31246597713664
42.0,Task 2: Trotting,1,5,training_loss,0.257038777392643
42.0,Task 2: Trotting,1,5,training_accuracy,98.25802939575397
42.0,Task 2: Trotting,1,6,training_loss,0.2784708419063868
